VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
JTMFB3FV1R,Stevens,Colville,WA,99114,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,7,260390315,POINT (-117.90454 48.54657),AVISTA CORP,53065950200
JN1AZ0CP0C,Yakima,Zillah,WA,98953,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,15,185917665,POINT (-120.26226 46.40199),PACIFICORP,53077002201
1G1RC6S50K,Snohomish,Everett,WA,98203,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,38,271008398,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061040900
5UXTA6C08P,King,Seattle,WA,98112,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,43,218507348,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
KNDJX3AE7G,Island,Langley,WA,98260,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,10,162664890,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
WA1M2BFZ4P,Snohomish,Bothell,WA,98012,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,238074623,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051936
5UXTA6C02N,Snohomish,Marysville,WA,98270,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,44,177981695,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052104
1N4AZ0CP9D,Yakima,Yakima,WA,98901,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,15,213324541,POINT (-120.50729 46.60464),PACIFICORP,53077001602
1G1RH6E4XC,Snohomish,Lynnwood,WA,98036,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,32,116437079,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051930
1G1RD6E41E,Snohomish,Monroe,WA,98272,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,39,181209171,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052210
5YJSA1E26J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,1,107785513,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJ3E1EB4L,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,48,108764743,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
KNDCR3LF9P,Spokane,Spokane,WA,99202,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,3,251714361,POINT (-117.3797 47.65548),MODERN ELECTRIC WATER COMPANY,53063004601
7SAYGDEEXP,Snohomish,Everett,WA,98204,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,244934987,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041904
YV4BR0DM8M,Snohomish,Edmonds,WA,98020,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,21,235845452,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050402
7SAYGDEF3R,King,Kirkland,WA,98033,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,261677783,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
1N4AZ0CP6F,Snohomish,Monroe,WA,98272,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,39,303322267,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5YJ3E1EB4J,Grant,Royal City,WA,99357,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,13,278633946,POINT (-119.63136 46.90248),PUD NO 2 OF GRANT COUNTY,53025011401
YV4BR0DK6J,King,Kirkland,WA,98033,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,48,221584520,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
5YJ3E1EB8J,Island,Langley,WA,98260,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,326417689,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971800
KL8CL6S01F,Thurston,Olympia,WA,98516,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,22,297654731,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
7SAYGDEE8P,King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,240591935,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
5YJ3E1EBXJ,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32,272562783,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051402
5YJSA1E20G,Pierce,Puyallup,WA,98373,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,25,131722433,POINT (-122.2988 47.13795),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071206
5YJ3E1EA7R,Thurston,Lacey,WA,98516,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,270165290,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
5YJXCBE22K,Snohomish,Lynnwood,WA,98036,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,1,286152758,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
5YJXCDE25J,Spokane,Spokane,WA,99223,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,6,197023725,POINT (-117.36043 47.63396),MODERN ELECTRIC WATER COMPANY,53063004800
5YJ3E1EA6L,King,Seattle,WA,98109,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,43,269939890,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007303
1FADP5CU9D,Snohomish,Edmonds,WA,98020,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,32,265208198,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050800
1N4AZ1CP9J,Thurston,Olympia,WA,98502,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,175266766,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
5YJ3E1EC3L,King,Seattle,WA,98103,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,46,125806915,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
KNDCE3LG9K,Thurston,Olympia,WA,98513,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,2,112438875,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012331
YV4H60DL7R,King,Preston,WA,98027,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,5,255180663,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
5YJXCBE47J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1,240792331,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
7SAYGDEEXP,King,Renton,WA,98055,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,232744305,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029309
7PDSGBBA5S,Island,Freeland,WA,98249,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,273627595,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971302
YV4BR0DL4M,Snohomish,Edmonds,WA,98026,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,32,140164748,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050800
5YJXCAE20J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1,142634621,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107
WVWPP7AU3F,Snohomish,Bothell,WA,98012,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,1,347696940,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107
JTJCJMGA6S,King,Vashon,WA,98070,2025,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,34,280243463,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702
1N4BZ1CP1L,Island,Clinton,WA,98236,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,132345650,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972100
1G1FX6S08L,Whitman,Pullman,WA,99163,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,9,147149306,POINT (-117.18147 46.73015),AVISTA CORP,53075000400
KM8S7DA23P,Yakima,Yakima,WA,98908,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,14,262428519,POINT (-120.60199 46.59817),PACIFICORP,53077000903
LPSED3KA2N,King,Seattle,WA,98101,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,209715054,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302
5YJ3E1EC8L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,44,128583227,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052710
JTMAB3FV0R,Kitsap,Seabeck,WA,98380,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,35,274930246,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035092000
7SAYGDEE9P,Skagit,Anacortes,WA,98221,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40,224432785,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940301
5YJSA1H12E,King,Seattle,WA,98108,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,11,232164236,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
5YJ3E1EA5J,Thurston,Yelm,WA,98597,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,203001403,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421
KNDPZDAH1P,Pierce,Roy,WA,98580,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,2,258827530,POINT (-122.54332 47.00328),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073006
7SAYGAEE7R,King,Sammamish,WA,98075,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,270100708,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207
7SAYGDEE1T,Snohomish,Everett,WA,98203,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,278445373,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041201
5YJ3E1EB6K,Snohomish,Edmonds,WA,98026,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,220876309,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050102
7SAYGDED9P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,262271607,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJ3E1EB3K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,133546556,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
1G1RA6E46E,King,Seattle,WA,98199,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,36,118251122,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803
7SAYGDEF1R,Snohomish,Edmonds,WA,98026,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,263085938,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042005
JN1AZ0CP4B,Snohomish,Bothell,WA,98021,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,1,143001638,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051916
JTDKN3DP5E,Snohomish,Edmonds,WA,98026,2014,TOYOTA,PRIUS PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,21,313256912,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050404
7SAYGAEE4P,Snohomish,Snohomish,WA,98296,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,235965964,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052122
1FADP5CUXD,Snohomish,Everett,WA,98204,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,21,140584685,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041809
1G1FX6S09J,Snohomish,Monroe,WA,98272,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,39,258259263,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052207
KNDADFS53R,King,Seattle,WA,98178,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,276009352,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026001
5YJ3E1EC8N,Snohomish,Bothell,WA,98021,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,192974813,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
WBY1Z4C5XG,Snohomish,Edmonds,WA,98020,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,21,213937902,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050403
5YJSA1E21H,Snohomish,Lake Stevens,WA,98258,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,44,345300574,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607
7SAYGDEE0S,Snohomish,Bothell,WA,98021,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,274170725,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051916
5YJ3E1EA0J,Kitsap,Bremerton,WA,98312,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,170372471,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400
1FADP5CU4G,Skagit,Anacortes,WA,98221,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,10,181809645,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940302
7SAYGDEE1N,King,Redmond,WA,98053,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,220614558,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
1C4RJXN62R,Thurston,Yelm,WA,98597,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,268265672,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
YV4H60DP4P,Skagit,Bow,WA,98232,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,40,258164462,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950801
5UX43EU08S,Snohomish,Mukilteo,WA,98275,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,21,278306416,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001
WBY83FB00R,Snohomish,Bothell,WA,98012,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,268570039,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927
1FADP5CU7D,Snohomish,Lynnwood,WA,98036,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,32,197578902,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051401
5UXTA6C04P,Walla Walla,Walla Walla,WA,99362,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,16,228017618,POINT (-118.34261 46.07068),PACIFICORP,53071920702
WBAJA9C50K,,,AE,,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,,244582593,,,
7SAYGDEEXP,Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,238606210,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042006
5YJYGDEE7M,Snohomish,Bothell,WA,98012,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,148999665,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051936
1G1RD6E47D,Island,Freeland,WA,98249,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,10,236231859,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971301
5YJSA1H14E,Pierce,Buckley,WA,98321,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,31,276059836,POINT (-122.02523 47.16299),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070309
5YJYGDEE0M,Kittitas,Roslyn,WA,98941,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,166499945,POINT (-120.99607 47.22593),PUGET SOUND ENERGY INC,53037975104
5YJ3E1EB0N,Pierce,Edgewood,WA,98371,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31,194126145,POINT (-122.29521 47.19045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009
5YJ3E1EA5L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,1,276363944,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051921
WMZYU7C4XJ,Skagit,Sedro-Woolley,WA,98284,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,40,191471899,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,53057950803
1N4BZ0CP2H,Whatcom,Ferndale,WA,98248,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,42,2963964,POINT (-122.5945 48.84787),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010407
1N4AZ1CP4J,King,Carnation,WA,98014,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,5,475695818,POINT (-121.91353 47.64901),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315
5YJ3E1EB2J,Walla Walla,Walla Walla,WA,99362,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,16,280127459,POINT (-118.34261 46.07068),PACIFICORP,53071920600
KNDCE3LG1L,Thurston,Lacey,WA,98503,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,272490760,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011422
1N4AZ0CP5F,Snohomish,Snohomish,WA,98296,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,1,179694924,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052108
5YJSA1H18F,Snohomish,Edmonds,WA,98026,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,32,234605248,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050800
3FA6P0PU8H,Thurston,Olympia,WA,98513,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,116607347,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012332
1N4AZ0CP3D,Grays Harbor,Montesano,WA,98563,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,24,191956411,POINT (-123.60076 46.98384),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000401
5UXTA6C07M,Pierce,Edgewood,WA,98371,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,31,245620735,POINT (-122.29521 47.19045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009
5YJ3E1EB8N,Yakima,Wapato,WA,98951,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,182866428,POINT (-120.42083 46.44779),PACIFICORP,53077940001
5YJYGDEE9M,King,Seattle,WA,98112,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,172741999,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
5YJ3E1EA0J,King,Redmond,WA,98053,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,185964481,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328
5YJ3E1EB2L,Kitsap,Bremerton,WA,98311,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,23,109920443,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091205
YV4BR0CL9N,Snohomish,Edmonds,WA,98020,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,21,280680172,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050403
